"Journal name"	"Category"	"Total Citations"	"2020 JIF"	"2020 JCI"	"5 Year JIF"	"Immediacy Index"	"Eigenfactor"	"Article Influence Score"	"Total Articles"	"DB"	"Cat"
12955	"NUTRITION & DIETETICS - SCIE"	8246	3.876	0.73	4.047	0.641	0.009	0.781	218	"SCIE"	"NUTRITION & DIETETICS"
14386	"NUTRITION & DIETETICS - SCIE"	8053	4.016	0.88	4.851	1.179	0.007	1.066	269	"SCIE"	"NUTRITION & DIETETICS"
14387	"OBSTETRICS & GYNECOLOGY - SCIE"	7989	2.082	0.94	2.761	0.625	0.006	0.78	191	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14388	"ONCOLOGY - SCIE"	7924	3.989	0.71	3.947	0.491	0.013	0.745	1119	"SCIE"	"ONCOLOGY"
14389	"ONCOLOGY - SCIE"	7833	6.166	1.12	5.863	0.867	0.013	1.107	236	"SCIE"	"ONCOLOGY"
12958	"NUTRITION & DIETETICS - SCIE"	7815	1.88	0.46	2.417	0.386	0.002	0.488	76	"SCIE"	"NUTRITION & DIETETICS"
14390	"ONCOLOGY - SCIE"	7809	9.264	1.03	10.016	2.094	0.006	2.272	0	"SCIE"	"ONCOLOGY"
7014	"OCEANOGRAPHY - SCIE"	7796	2.542	0.99	3.136	0.871	0.005	0.844	115	"SCIE"	"OCEANOGRAPHY"
14391	"ONCOLOGY - SCIE"	7745	3.064	0.6	3.304	1.113	0.007	0.701	86	"SCIE"	"ONCOLOGY"
14392	"OBSTETRICS & GYNECOLOGY - SCIE"	7706	3.375	1.19	3.385	0.899	0.011	1.376	133	"SCIE"	"OBSTETRICS & GYNECOLOGY"
3442	"NUTRITION & DIETETICS - SCIE"	7704	4.222	0.89	4.38	1.338	0.007	0.98	236	"SCIE"	"NUTRITION & DIETETICS"
6520	"ONCOLOGY - SCIE"	7698	7.37	1.68	7.664	2.565	0.012	1.893	148	"SCIE"	"ONCOLOGY"
14393	"ONCOLOGY - SCIE"	7613	3.481	0.79	3.556	0.696	0.01	0.874	235	"SCIE"	"ONCOLOGY"
6521	"OBSTETRICS & GYNECOLOGY - SCIE"	7604	3.412	0.95	3.536	0.627	0.01	0.875	296	"SCIE"	"OBSTETRICS & GYNECOLOGY"
11262	"OCEANOGRAPHY - SCIE"	7583	2.455	0.88	2.766	0.407	0.003	0.748	58	"SCIE"	"OCEANOGRAPHY"
14394	"NUTRITION & DIETETICS - SCIE"	7550	3.315	0.7	3.842	1.052	0.005	0.766	97	"SCIE"	"NUTRITION & DIETETICS"
6027	"NUTRITION & DIETETICS - SCIE"	7547	2.679	0.57	2.627	0.972	0.004	0.412	137	"SCIE"	"NUTRITION & DIETETICS"
6522	"OBSTETRICS & GYNECOLOGY - SCIE"	7537	3.05	0.86	3.232	1.201	0.008	0.946	186	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14395	"NUTRITION & DIETETICS - SCIE"	7475	2.9	0.58	3.144	0.939	0.004	0.51	353	"SCIE"	"NUTRITION & DIETETICS"
14395	"ONCOLOGY - SCIE"	7475	2.9	0.58	3.144	0.939	0.004	0.51	353	"SCIE"	"ONCOLOGY"
12524	"OBSTETRICS & GYNECOLOGY - SCIE"	7434	2.681	1.15	3.202	0.974	0.009	1.135	285	"SCIE"	"OBSTETRICS & GYNECOLOGY"
7016	"NUTRITION & DIETETICS - SCIE"	7384	4.075	0.85	3.589	1.682	0.006	0.788	228	"SCIE"	"NUTRITION & DIETETICS"
12964	"ONCOLOGY - SCIE"	7350	4.784	1	4.385	1.563	0.008	0.796	126	"SCIE"	"ONCOLOGY"
12965	"NUTRITION & DIETETICS - SCIE"	7330	15.136	1.77	14.985	2.033	0.005	3.32	0	"SCIE"	"NUTRITION & DIETETICS"
14396	"NUTRITION & DIETETICS - SCIE"	7327	2.668	0.78	3.74	1.264	0.009	0.922	161	"SCIE"	"NUTRITION & DIETETICS"
14397	"NUTRITION & DIETETICS - SCIE"	7239	6.297	1.44	7.709	2.463	0.005	1.736	54	"SCIE"	"NUTRITION & DIETETICS"
14398	"NUTRITION & DIETETICS - SCIE"	7175	4.91	0.92	5.591	1.927	0.012	1.547	87	"SCIE"	"NUTRITION & DIETETICS"
14399	"ONCOLOGY - SCIE"	7160	5.722	1.08	5.45	1.168	0.008	0.929	517	"SCIE"	"ONCOLOGY"
14400	"NUTRITION & DIETETICS - SCIE"	7113	3.271	0.81	5.456	0.639	0.006	1.136	115	"SCIE"	"NUTRITION & DIETETICS"
7354	"ONCOLOGY - SCIE"	7027	3.156	0.54	2.683	1.527	0.006	0.688	65	"SCIE"	"ONCOLOGY"
12968	"ONCOLOGY - SCIE"	7025	10.68	1.21	10.193	1.686	0.007	2.362	0	"SCIE"	"ONCOLOGY"
6031	"NUTRITION & DIETETICS - SCIE"	6970	2.786	0.71	2.969	0.665	0.003	0.435	202	"SCIE"	"NUTRITION & DIETETICS"
14401	"ONCOLOGY - SCIE"	6964	3.498	0.73	3.491	0.805	0.012	0.967	256	"SCIE"	"ONCOLOGY"
14402	"ONCOLOGY - SCIE"	6910	2.754	0.68	2.777	0.37	0.008	0.619	275	"SCIE"	"ONCOLOGY"
14403	"NUTRITION & DIETETICS - SCIE"	6897	11.848	1.38	15.629	0.471	0.004	4.418	0	"SCIE"	"NUTRITION & DIETETICS"
3446	"NUTRITION & DIETETICS - SCIE"	6804	4.294	0.56	5.768	1.206	0.005	1.339	0	"SCIE"	"NUTRITION & DIETETICS"
14404	"ONCOLOGY - SCIE"	6735	3.404	0.56	3.009	1.039	0.009	0.679	248	"SCIE"	"ONCOLOGY"
14405	"OBSTETRICS & GYNECOLOGY - SCIE"	6658	2.953	1.33	3.206	1.157	0.008	0.952	153	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14406	"OBSTETRICS & GYNECOLOGY - SCIE"	6643	4.38	1.23	4.325	1.19	0.01	1.243	151	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14406	"ONCOLOGY - SCIE"	6643	4.38	1.23	4.325	1.19	0.01	1.243	151	"SCIE"	"ONCOLOGY"
1519	"OBSTETRICS & GYNECOLOGY - SCIE"	6585	4.025	1.25	4.37	1.243	0.004	0.997	65	"SCIE"	"OBSTETRICS & GYNECOLOGY"
6038	"OCEANOGRAPHY - SCIE"	6512	2.07	0.77	2.162	0.882	0.005	0.518	208	"SCIE"	"OCEANOGRAPHY"
14407	"ONCOLOGY - SCIE"	6207	3.491	0.75	4.545	0.981	0.006	1.152	95	"SCIE"	"ONCOLOGY"
14408	"ONCOLOGY - SCIE"	6199	3.914	1.04	4.285	0.696	0.006	0.83	157	"SCIE"	"ONCOLOGY"
6044	"NUTRITION & DIETETICS - SCIE"	6130	3.833	0.88	3.859	1.465	0.004	0.633	152	"SCIE"	"NUTRITION & DIETETICS"
6538	"ONCOLOGY - SCIE"	6108	5.006	0.95	4.117	1.229	0.005	1.145	99	"SCIE"	"ONCOLOGY"
14409	"NUTRITION & DIETETICS - SCIE"	5986	3.175	0.68	3.317	1.018	0.003	0.623	144	"SCIE"	"NUTRITION & DIETETICS"
14410	"OBSTETRICS & GYNECOLOGY - SCIE"	5911	4.137	1.13	3.67	2.345	0.008	0.941	148	"SCIE"	"OBSTETRICS & GYNECOLOGY"
5192	"OCEANOGRAPHY - SCIE"	5888	2.979	1.16	3.38	0.854	0.007	0.714	354	"SCIE"	"OCEANOGRAPHY"
14411	"ONCOLOGY - SCIE"	5829	3.019	0.49	2.847	0.594	0.006	0.687	158	"SCIE"	"ONCOLOGY"
14412	"ONCOLOGY - SCIE"	5827	3.85	1.02	3.848	1.475	0.005	0.864	249	"SCIE"	"ONCOLOGY"
1527	"ONCOLOGY - SCIE"	5765	4.693	0.96	5.631	1.304	0.005	1.659	78	"SCIE"	"ONCOLOGY"
11270	"OCEANOGRAPHY - SCIE"	5728	1.632	0.7	1.889	0.978	0.001	0.518	45	"SCIE"	"OCEANOGRAPHY"
14413	"ONCOLOGY - SCIE"	5713	4.929	0.6	5.47	0.565	0.005	1.504	0	"SCIE"	"ONCOLOGY"
14414	"OBSTETRICS & GYNECOLOGY - SCIE"	5568	1.862	0.74	2.148	1.689	0.008	0.688	328	"SCIE"	"OBSTETRICS & GYNECOLOGY"
6546	"ONCOLOGY - SCIE"	5526	6.551	1.29	6.613	1.073	0.012	1.528	157	"SCIE"	"ONCOLOGY"
6549	"OCEANOGRAPHY - SCIE"	5492	13.85	2.45	19.567	7.571	0.007	6.721	0	"SCIE"	"OCEANOGRAPHY"
13245	"OCEANOGRAPHY - SCIE"	5412	3.686	1.06	3.844	0.744	0.007	1.407	81	"SCIE"	"OCEANOGRAPHY"
14415	"ONCOLOGY - SCIE"	5368	3.84	0.63	4.347	NA	0.014	1.644	0	"SCIE"	"ONCOLOGY"
14416	"ONCOLOGY - SCIE"	5320	3.631	0.65	3.603	0.845	0.005	0.476	410	"SCIE"	"ONCOLOGY"
14417	"OBSTETRICS & GYNECOLOGY - SCIE"	5273	3.06	1.06	3.109	0.596	0.007	0.78	334	"SCIE"	"OBSTETRICS & GYNECOLOGY"
3473	"OBSTETRICS & GYNECOLOGY - SCIE"	5269	2.26	0.63	2.096	0.639	0.006	0.459	303	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14418	"ONCOLOGY - SCIE"	5263	2.339	0.5	2.831	0.957	0.005	0.79	125	"SCIE"	"ONCOLOGY"
3964	"OCEANOGRAPHY - SCIE"	5236	3.554	1.23	3.218	1.675	0.003	0.73	120	"SCIE"	"OCEANOGRAPHY"
3475	"NUTRITION & DIETETICS - SCIE"	5216	3.374	0.65	5.061	0.667	0.006	1.239	25	"SCIE"	"NUTRITION & DIETETICS"
14419	"OBSTETRICS & GYNECOLOGY - SCIE"	5136	1.73	0.66	1.695	0.243	0.006	0.42	399	"SCIE"	"OBSTETRICS & GYNECOLOGY"
3477	"NUTRITION & DIETETICS - SCIE"	5131	3.045	1.09	3.695	0.952	0.005	0.959	124	"SCIE"	"NUTRITION & DIETETICS"
14420	"ONCOLOGY - SCIE"	5019	2.935	0.63	3.006	1.074	0.004	0.708	93	"SCIE"	"ONCOLOGY"
14421	"NUTRITION & DIETETICS - SCIE"	4938	4.169	0.85	5.022	0.871	0.004	1.024	94	"SCIE"	"NUTRITION & DIETETICS"
14422	"OBSTETRICS & GYNECOLOGY - SCIE"	4933	5.237	1.92	5.074	1.388	0.006	1.412	28	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14423	"NUTRITION & DIETETICS - SCIE"	4892	1.057	0.24	1.37	0.177	0.004	0.251	158	"SCIE"	"NUTRITION & DIETETICS"
14424	"ONCOLOGY - SCIE"	4866	2.507	0.52	2.669	0.809	0.003	0.383	141	"SCIE"	"ONCOLOGY"
7370	"ONCOLOGY - SCIE"	4840	1.289	0.35	1.337	0.457	0.004	0.357	249	"SCIE"	"ONCOLOGY"
14425	"NUTRITION & DIETETICS - SCIE"	4753	3.092	1.09	3.977	1.264	0.009	1.193	221	"SCIE"	"NUTRITION & DIETETICS"
7373	"ONCOLOGY - SCIE"	4691	11.037	1.57	11.977	1.851	0.011	3.598	79	"SCIE"	"ONCOLOGY"
14426	"OCEANOGRAPHY - SCIE"	4620	2.335	1.34	3.897	0.329	0.005	1.459	77	"SCIE"	"OCEANOGRAPHY"
14427	"ONCOLOGY - SCIE"	4585	3.402	0.64	3.238	1.318	0.006	0.773	269	"SCIE"	"ONCOLOGY"
14428	"ONCOLOGY - SCIE"	4553	4.126	0.73	3.847	2.245	0.005	1.084	96	"SCIE"	"ONCOLOGY"
7375	"ONCOLOGY - SCIE"	4547	2.52	1	2.931	0.386	0.007	0.764	182	"SCIE"	"ONCOLOGY"
6065	"NUTRITION & DIETETICS - SCIE"	4528	3.921	0.83	4.223	0.702	0.002	0.527	83	"SCIE"	"NUTRITION & DIETETICS"
14429	"ONCOLOGY - SCIE"	4502	2.248	0.61	2.271	0.814	0.003	0.4	135	"SCIE"	"ONCOLOGY"
14430	"OBSTETRICS & GYNECOLOGY - SCIE"	4430	3.3	0.91	4.656	0.533	0.006	1.514	0	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14431	"ONCOLOGY - SCIE"	4347	2.984	0.8	3.29	0.57	0.008	0.99	146	"SCIE"	"ONCOLOGY"
11274	"OCEANOGRAPHY - SCIE"	4306	2.108	0.79	2.397	0.484	0.003	0.59	61	"SCIE"	"OCEANOGRAPHY"
14432	"ONCOLOGY - SCIE"	4237	14.226	1.49	15.766	4.5	0.012	4.889	0	"SCIE"	"ONCOLOGY"
14433	"ONCOLOGY - SCIE"	4231	3.405	0.64	3.057	1.183	0.005	0.619	294	"SCIE"	"ONCOLOGY"
14016	"ONCOLOGY - SCIE"	4230	2.172	0.76	2.757	0.727	0.003	0.722	56	"SCIE"	"ONCOLOGY"
14434	"ONCOLOGY - SCIE"	4202	4.785	0.89	4.417	1.288	0.008	1.212	136	"SCIE"	"ONCOLOGY"
14435	"ONCOLOGY - SCIE"	4166	1.805	0.29	1.617	0.095	0.006	0.328	295	"SCIE"	"ONCOLOGY"
14436	"ONCOLOGY - SCIE"	4158	5.15	0.81	4.442	1.111	0.003	0.982	55	"SCIE"	"ONCOLOGY"
14437	"NUTRITION & DIETETICS - SCIE"	4136	1.662	0.36	1.837	0.358	0.003	0.404	93	"SCIE"	"NUTRITION & DIETETICS"
14022	"ONCOLOGY - SCIE"	4131	2.592	0.99	2.98	1.157	0.003	0.714	75	"SCIE"	"ONCOLOGY"
14438	"NUTRITION & DIETETICS - SCIE"	4107	3.08	0.57	3.707	0.665	0.004	0.776	124	"SCIE"	"NUTRITION & DIETETICS"
14439	"ONCOLOGY - SCIE"	4065	7.485	1.42	8.069	1.398	0.008	2.006	99	"SCIE"	"ONCOLOGY"
14440	"ONCOLOGY - SCIE"	4029	4.442	1.01	5.251	0.845	0.006	1.528	121	"SCIE"	"ONCOLOGY"
14441	"OBSTETRICS & GYNECOLOGY - SCIE"	4005	3.98	1.35	3.771	1.036	0.004	1.494	106	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14442	"ONCOLOGY - SCIE"	3948	4.512	0.56	3.665	0.598	0.005	0.793	25	"SCIE"	"ONCOLOGY"
14443	"ONCOLOGY - SCIE"	3904	5.284	1.34	4.624	1.929	0.004	1.012	104	"SCIE"	"ONCOLOGY"
14444	"ONCOLOGY - SCIE"	3892	4.243	0.88	4.183	1.433	0.006	0.939	160	"SCIE"	"ONCOLOGY"
8768	"ONCOLOGY - SCIE"	3872	4.456	1.07	4.717	1.644	0.003	1.295	38	"SCIE"	"ONCOLOGY"
14445	"ONCOLOGY - SCIE"	3841	4.388	0.83	3.811	1.038	0.005	0.657	157	"SCIE"	"ONCOLOGY"
14446	"ONCOLOGY - SCIE"	3803	3.225	0.58	3.356	1.181	0.006	0.921	125	"SCIE"	"ONCOLOGY"
10044	"OCEANOGRAPHY - SCIE"	3790	2.634	0.97	2.963	0.418	0.003	0.83	66	"SCIE"	"OCEANOGRAPHY"
6583	"ONCOLOGY - SCIE"	3768	5.987	1.26	5.358	1.755	0.003	0.987	137	"SCIE"	"ONCOLOGY"
14447	"ONCOLOGY - SCIE"	3742	3.621	0.81	2.99	1.185	0.004	0.658	126	"SCIE"	"ONCOLOGY"
14448	"OBSTETRICS & GYNECOLOGY - ESCI"	3736	NA	0.6	NA	0.482	0.005	0.665	141	"ESCI"	"OBSTETRICS & GYNECOLOGY"
14449	"OBSTETRICS & GYNECOLOGY - SCIE"	3734	2.1	0.79	2.356	0.847	0.004	0.68	176	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14450	"OBSTETRICS & GYNECOLOGY - SCIE"	3718	2.431	0.61	2.658	0.901	0.004	0.72	261	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14450	"ONCOLOGY - SCIE"	3718	2.431	0.61	2.658	0.901	0.004	0.72	261	"SCIE"	"ONCOLOGY"
14451	"ONCOLOGY - SCIE"	3716	4.679	1	3.942	1.504	0.007	0.982	117	"SCIE"	"ONCOLOGY"
14452	"ONCOLOGY - SCIE"	3694	3.201	0.83	2.721	1.485	0.004	0.529	271	"SCIE"	"ONCOLOGY"
14453	"OBSTETRICS & GYNECOLOGY - SCIE"	3693	2.809	0.9	3.204	0.337	0.006	0.888	250	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14454	"NUTRITION & DIETETICS - SCIE"	3672	3.089	0.75	3.554	0.733	0.003	0.798	107	"SCIE"	"NUTRITION & DIETETICS"
14455	"ONCOLOGY - SCIE"	3644	2.872	0.75	2.989	1.589	0.008	0.797	127	"SCIE"	"ONCOLOGY"
14456	"ONCOLOGY - SCIE"	3616	5.574	1.22	4.966	1.244	0.005	0.832	41	"SCIE"	"ONCOLOGY"
7384	"ONCOLOGY - SCIE"	3593	3.231	0.5	2.93	0.762	0.006	0.769	191	"SCIE"	"ONCOLOGY"
14457	"ONCOLOGY - SCIE"	3578	3.428	0.49	3.146	1	0.002	0.611	29	"SCIE"	"ONCOLOGY"
14458	"ONCOLOGY - SCIE"	3567	3.677	0.51	3.089	0.596	0.006	0.865	108	"SCIE"	"ONCOLOGY"
14459	"OBSTETRICS & GYNECOLOGY - SCIE"	3562	1.246	0.39	1.029	0.457	0.003	0.26	400	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14460	"NUTRITION & DIETETICS - SCIE"	3548	4.599	1.12	3.927	1.039	0.003	0.819	47	"SCIE"	"NUTRITION & DIETETICS"
13025	"ONCOLOGY - SCIE"	3515	2.724	0.6	2.587	0.474	0.003	0.575	114	"SCIE"	"ONCOLOGY"
6081	"NUTRITION & DIETETICS - SCIE"	3467	2.069	0.44	2.738	0.358	0.002	0.716	49	"SCIE"	"NUTRITION & DIETETICS"
14461	"ONCOLOGY - SCIE"	3409	3.36	0.48	4.017	0.214	0.004	1.157	2	"SCIE"	"ONCOLOGY"
14042	"ONCOLOGY - SCIE"	3404	2.398	0.98	3.143	0.513	0.004	0.748	104	"SCIE"	"ONCOLOGY"
14462	"OBSTETRICS & GYNECOLOGY - SCIE"	3378	1.901	0.83	1.896	0.762	0.003	0.52	110	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14043	"OBSTETRICS & GYNECOLOGY - SCIE"	3377	1.716	0.77	2.293	0.39	0.003	0.644	48	"SCIE"	"OBSTETRICS & GYNECOLOGY"
1582	"ONCOLOGY - SCIE"	3342	3.599	0.94	3.396	0.976	0.004	0.829	79	"SCIE"	"ONCOLOGY"
14463	"ONCOLOGY - SCIE"	3340	3.645	0.48	3.705	1.047	0.004	1.003	0	"SCIE"	"ONCOLOGY"
14464	"OBSTETRICS & GYNECOLOGY - SCIE"	3329	2.19	0.67	2.448	0.372	0.003	0.768	74	"SCIE"	"OBSTETRICS & GYNECOLOGY"
13264	"OCEANOGRAPHY - SCIE"	3324	2	0.7	2.618	0.592	0.002	1.026	49	"SCIE"	"OCEANOGRAPHY"
14465	"OCEANOGRAPHY - SCIE"	3277	2.195	0.83	2.134	0.653	0.003	0.607	101	"SCIE"	"OCEANOGRAPHY"
14466	"NUTRITION & DIETETICS - SCIE"	3271	7.8	0.92	9.621	3.409	0.002	2.019	0	"SCIE"	"NUTRITION & DIETETICS"
14467	"OBSTETRICS & GYNECOLOGY - SCIE"	3267	2.587	0.91	2.546	0.829	0.004	0.775	113	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14468	"OBSTETRICS & GYNECOLOGY - SCIE"	3264	3.43	1.42	4.517	0.111	0.004	1.335	27	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14469	"NUTRITION & DIETETICS - SCIE"	3255	6.576	1.02	NA	0.661	0.006	1.263	213	"SCIE"	"NUTRITION & DIETETICS"
14470	"ONCOLOGY - SCIE"	3252	5.075	0.62	4.617	1.408	0.005	1.113	0	"SCIE"	"ONCOLOGY"
14471	"ONCOLOGY - SCIE"	3244	2.533	0.41	1.987	0.229	0.004	0.282	352	"SCIE"	"ONCOLOGY"
14472	"OBSTETRICS & GYNECOLOGY - SCIE"	3220	3.005	0.91	3.207	0.613	0.004	0.883	76	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14473	"OBSTETRICS & GYNECOLOGY - SCIE"	3211	1.817	0.73	3.974	0.901	0.007	1.415	137	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14474	"ONCOLOGY - SCIE"	3169	6.498	0.91	6.954	0.48	0.007	1.626	155	"SCIE"	"ONCOLOGY"
14475	"ONCOLOGY - SCIE"	3161	5.554	1.25	4.837	1.454	0.005	1.536	118	"SCIE"	"ONCOLOGY"
14476	"ONCOLOGY - SCIE"	3144	6.242	0.7	7.231	0.688	0.003	1.644	0	"SCIE"	"ONCOLOGY"
14477	"ONCOLOGY - SCIE"	3140	3.5	0.7	3.235	0.763	0.005	0.679	471	"SCIE"	"ONCOLOGY"
14478	"OBSTETRICS & GYNECOLOGY - SCIE"	3127	2.762	0.96	2.431	1.045	0.003	0.682	74	"SCIE"	"OBSTETRICS & GYNECOLOGY"
7392	"ONCOLOGY - SCIE"	3117	3.722	0.74	3.891	0.612	0.004	1.039	55	"SCIE"	"ONCOLOGY"
14479	"ONCOLOGY - SCIE"	3111	2.497	0.55	2.83	0.718	0.003	0.801	66	"SCIE"	"ONCOLOGY"
14480	"ONCOLOGY - SCIE"	3098	2.176	0.47	2.348	0.75	0.002	0.479	57	"SCIE"	"ONCOLOGY"
14481	"ONCOLOGY - SCIE"	3091	3.399	0.47	2.66	0.205	0.004	0.529	287	"SCIE"	"ONCOLOGY"
14482	"ONCOLOGY - ESCI"	3075	NA	0.29	NA	0.336	0.006	0.351	208	"ESCI"	"ONCOLOGY"
14058	"OBSTETRICS & GYNECOLOGY - SCIE"	3059	3.689	1.33	3.637	0.607	0.003	1.122	50	"SCIE"	"OBSTETRICS & GYNECOLOGY"
3527	"ONCOLOGY - SCIE"	3045	2.037	0.77	2.147	0.528	0.004	0.509	361	"SCIE"	"ONCOLOGY"
14483	"ONCOLOGY - SCIE"	3021	8.168	1.07	7.556	0.618	0.005	1.763	160	"SCIE"	"ONCOLOGY"
14484	"ONCOLOGY - SCIE"	3020	4.375	0.68	4.499	0.576	0.003	0.954	165	"SCIE"	"ONCOLOGY"
14485	"ONCOLOGY - SCIE"	3000	3.279	0.83	3.793	0.332	0.004	0.899	174	"SCIE"	"ONCOLOGY"
6101	"NUTRITION & DIETETICS - SCIE"	2961	6.478	0.68	6.178	1.434	0.001	0.883	0	"SCIE"	"NUTRITION & DIETETICS"
14486	"OBSTETRICS & GYNECOLOGY - SCIE"	2906	1.927	0.55	2.975	0.889	0.003	0.812	0	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14487	"OBSTETRICS & GYNECOLOGY - SCIE"	2856	2.031	0.72	1.871	0.559	0.002	0.456	50	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14488	"ONCOLOGY - SCIE"	2837	5.934	1.41	4.938	0.696	0.003	1.369	37	"SCIE"	"ONCOLOGY"
14489	"OCEANOGRAPHY - SCIE"	2833	1.431	0.48	1.445	0.287	0.003	0.31	174	"SCIE"	"OCEANOGRAPHY"
14490	"OBSTETRICS & GYNECOLOGY - SCIE"	2830	1.814	0.85	2.345	1.025	0.004	0.674	108	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14065	"NUTRITION & DIETETICS - SCIE"	2829	5	1.21	4.657	1.256	0.003	0.88	184	"SCIE"	"NUTRITION & DIETETICS"
14491	"NUTRITION & DIETETICS - SCIE"	2825	3.655	0.92	3.677	2.621	0.003	0.864	57	"SCIE"	"NUTRITION & DIETETICS"
14492	"NUTRITION & DIETETICS - SCIE"	2814	3.121	0.64	3.119	1.625	0.002	0.611	22	"SCIE"	"NUTRITION & DIETETICS"
11286	"OCEANOGRAPHY - SCIE"	2789	8	1.77	9.788	NA	0.001	2.885	NA	"SCIE"	"OCEANOGRAPHY"
14493	"OCEANOGRAPHY - SCIE"	2773	1.84	0.72	2.083	0.24	0.002	0.608	48	"SCIE"	"OCEANOGRAPHY"
14068	"OBSTETRICS & GYNECOLOGY - SCIE"	2771	3.172	1.33	3.57	1.455	0.005	0.926	125	"SCIE"	"OBSTETRICS & GYNECOLOGY"
5236	"OCEANOGRAPHY - SCIE"	2763	2.458	0.96	2.455	0.637	0.004	0.43	969	"SCIE"	"OCEANOGRAPHY"
6628	"ONCOLOGY - SCIE"	2761	2.892	0.52	3.099	0.261	0.005	0.782	102	"SCIE"	"ONCOLOGY"
13272	"OCEANOGRAPHY - SCIE"	2761	3.416	1.04	3.202	0.451	0.005	1.177	91	"SCIE"	"OCEANOGRAPHY"
14494	"NUTRITION & DIETETICS - SCIE"	2742	2	0.35	1.653	0.11	0.001	0.326	77	"SCIE"	"NUTRITION & DIETETICS"
14495	"OBSTETRICS & GYNECOLOGY - SCIE"	2704	4.239	1.02	3.428	0.8	0.004	0.792	172	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14495	"ONCOLOGY - SCIE"	2704	4.239	1.02	3.428	0.8	0.004	0.792	172	"SCIE"	"ONCOLOGY"
14496	"ONCOLOGY - SCIE"	2702	2.575	0.5	2.337	0.962	0.003	0.409	154	"SCIE"	"ONCOLOGY"
14071	"OBSTETRICS & GYNECOLOGY - SCIE"	2700	2.219	1.2	2.868	0.877	0.003	0.707	111	"SCIE"	"OBSTETRICS & GYNECOLOGY"
6114	"OCEANOGRAPHY - SCIE"	2685	1.842	0.7	2.131	0.672	0.001	0.439	59	"SCIE"	"OCEANOGRAPHY"
13278	"ONCOLOGY - SCIE"	2679	4.592	0.76	3.783	9.579	0.003	0.867	56	"SCIE"	"ONCOLOGY"
14497	"OBSTETRICS & GYNECOLOGY - SCIE"	2667	2.773	0.88	3.759	0.213	0.005	1.052	115	"SCIE"	"OBSTETRICS & GYNECOLOGY"
9108	"ONCOLOGY - SCIE"	2627	3.279	0.82	3.31	0.439	0.003	0.629	105	"SCIE"	"ONCOLOGY"
14498	"OBSTETRICS & GYNECOLOGY - SCIE"	2619	0.142	0.04	0.383	0	0.001	0.107	59	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14499	"ONCOLOGY - SCIE"	2610	3.539	0.82	3.343	1.239	0.006	1.098	104	"SCIE"	"ONCOLOGY"
14500	"ONCOLOGY - SCIE"	2600	2.99	0.5	3.322	0.314	0.002	0.8	21	"SCIE"	"ONCOLOGY"
8804	"ONCOLOGY - SCIE"	2581	5.807	1.09	5.885	2.242	0.004	1.572	36	"SCIE"	"ONCOLOGY"
14501	"OBSTETRICS & GYNECOLOGY - SCIE"	2569	1.303	0.64	3.248	0.091	0.002	0.857	21	"SCIE"	"OBSTETRICS & GYNECOLOGY"
5243	"OCEANOGRAPHY - SCIE"	2526	1.995	0.94	2.277	1.013	0.002	0.455	78	"SCIE"	"OCEANOGRAPHY"
14502	"ONCOLOGY - SCIE"	2521	4.481	0.76	4.538	0.828	0.004	1.081	57	"SCIE"	"ONCOLOGY"
14503	"NUTRITION & DIETETICS - SCIE"	2489	5.159	1.19	5.522	1.066	0.003	0.979	56	"SCIE"	"NUTRITION & DIETETICS"
13556	"NUTRITION & DIETETICS - SCIE"	2470	4.205	0.98	4.252	0.516	0.003	0.801	53	"SCIE"	"NUTRITION & DIETETICS"
14504	"ONCOLOGY - SCIE"	2462	6.73	1.36	5.839	2.06	0.002	0.933	80	"SCIE"	"ONCOLOGY"
6118	"NUTRITION & DIETETICS - SCIE"	2453	3.894	0.9	4.444	0.537	0.003	0.757	51	"SCIE"	"NUTRITION & DIETETICS"
14505	"ONCOLOGY - SCIE"	2452	6.54	0.94	7.267	1.868	0.007	2.287	110	"SCIE"	"ONCOLOGY"
14506	"OBSTETRICS & GYNECOLOGY - SCIE"	2430	2.347	0.6	3.019	0.242	0.002	0.945	17	"SCIE"	"OBSTETRICS & GYNECOLOGY"
